GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),MarbelsPerPlayer(Player1Remaining Marbles),MarbelsPerPlayer(Player0Remaining Marbles),RuleCardsUsed(Rule-Setup),RuleCardsUsed(Rule-Movement),RuleCardsUsed(Rule-Push),RuleCardsUsed(Rule-PushOut),RuleCardsUsed(Rule-PushRequirement),RuleCardsUsed(Rule-Victory),PlayerType(PlayerType-1),PlayerType(PlayerType-0),MarbelsRemoved(Player0removed marbles),MarbelsRemoved(Player1removed marbles),WhoPushedOut(Player0Pushed Marbles),WhoPushedOut(Player1Pushed Marbles),Winner(PlayerIdx)
-1870426101,MultiverseMarbles,0,GAME_OVER,71,70,2,2,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,EQUAL,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,[],[],[],[],0
-27736578,MultiverseMarbles,0,GAME_OVER,53,52,2,3,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,8,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,MORE,ANY_THREE,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[1, 1]",[],0
-885481282,MultiverseMarbles,0,GAME_OVER,52,51,2,4,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,9,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,MORE,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[1],[],"[0, 0, 1]",[],1
-976777571,MultiverseMarbles,0,GAME_OVER,200,200,2,5,MCTS-OwnColor,-3.0,-3.0,MCTS-Push,1,MCTS-OwnColor,1,1,1,MCTS-Push,10,9,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,FEWER_OR_EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[1],[],[1],[],-1
-642402817,MultiverseMarbles,0,GAME_OVER,36,35,2,6,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,9,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,FEWER_OR_MORE,ANY_THREE,MCTS-Push,MCTS-OwnColor,[1],[],[1],[],1
1018380708,MultiverseMarbles,0,GAME_OVER,200,200,2,7,MCTS-OwnColor,-3.0,-3.0,MCTS-Push,1,MCTS-OwnColor,1,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,FEWER_OR_EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],-1
-414762586,MultiverseMarbles,0,GAME_OVER,200,200,2,8,MCTS-OwnColor,-3.0,-3.0,MCTS-Push,1,MCTS-OwnColor,1,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,FEWER_OR_EQUAL,ANY_THREE,MCTS-Push,MCTS-OwnColor,[],[],[],[0],-1
508514933,MultiverseMarbles,0,GAME_OVER,32,31,2,9,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,7,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,MORE_OR_EQUAL,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1, 1]",[],"[1, 1, 1]",[],1
-702929237,MultiverseMarbles,0,GAME_OVER,79,78,2,10,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,8,8,TWO_SIDES,MOVE_2,PUSH_1,CENTER_IF_FREE,EVEN,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1]","[0, 0]","[1, 1]","[0, 0, 0]",0
-1516021876,MultiverseMarbles,0,GAME_OVER,70,69,2,11,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,7,TWO_SIDES,MOVE_2,PUSH_1,OUT_IS_GONE,MORE_OR_EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,"[1, 0, 0]",[],"[1, 0, 0]",[],1
-791814937,MultiverseMarbles,0,GAME_OVER,63,62,2,12,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,8,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,MORE,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[0, 1, 1]",[0],0
-1558327316,MultiverseMarbles,0,GAME_OVER,16,15,2,13,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,FEWER_OR_EQUAL,ANY_THREE,MCTS-Push,MCTS-OwnColor,[],[],[],[],1
-1439348721,MultiverseMarbles,0,GAME_OVER,73,72,2,14,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,8,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,MORE_OR_EQUAL,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[1, 1]",[],0
2058967786,MultiverseMarbles,0,GAME_OVER,77,76,2,15,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,8,6,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,MORE,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,"[1, 1, 0, 1]","[0, 0]","[1, 1, 0, 1]","[0, 0]",0
1705107460,MultiverseMarbles,0,GAME_OVER,50,49,2,16,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,8,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,MORE_OR_EQUAL,ANY_THREE,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[0, 1, 0, 1]",[],1
1460315081,MultiverseMarbles,0,GAME_OVER,70,69,2,17,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,8,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,EVEN,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[1, 1, 1]",[],1
1662372790,MultiverseMarbles,0,GAME_OVER,200,200,2,18,MCTS-OwnColor,-3.0,-3.0,MCTS-Push,1,MCTS-OwnColor,1,1,1,MCTS-Push,10,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,UNEVEN,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,[],[],[0],[],-1
-433724229,MultiverseMarbles,0,GAME_OVER,47,46,2,19,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,9,7,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,MORE_OR_EQUAL,PUSH_OUT,MCTS-Push,MCTS-OwnColor,[1],"[0, 0, 0]","[1, 1]","[0, 0, 0]",0
-2005072610,MultiverseMarbles,0,GAME_OVER,89,88,2,20,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,9,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,UNEVEN,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,[1],[],[1],[],0
1245442376,MultiverseMarbles,0,GAME_OVER,17,16,2,21,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,MORE_OR_EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[0],[],0
1202787370,MultiverseMarbles,0,GAME_OVER,24,23,2,22,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,8,TWO_SIDES,MOVE_2,PUSH_1,CENTER_IF_FREE,EVEN,ANY_THREE,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[0, 1, 1]",[],1
-1054392790,MultiverseMarbles,0,GAME_OVER,28,27,2,23,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,9,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,FEWER_OR_MORE,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[0],[],[0],[0],1
-1218863226,MultiverseMarbles,0,GAME_OVER,56,55,2,24,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,7,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,UNEVEN,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,"[1, 1, 1]",[],"[0, 1, 1, 1, 1]",[],1
2024729885,MultiverseMarbles,0,GAME_OVER,41,40,2,25,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,7,10,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,MORE,PUSH_OUT,MCTS-Push,MCTS-OwnColor,[],"[0, 0, 0]",[],"[0, 0, 0]",0
-442761815,MultiverseMarbles,0,GAME_OVER,58,57,2,26,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,8,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,EVEN,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[0, 1, 1, 1]",[],1
553159989,MultiverseMarbles,0,GAME_OVER,47,46,2,27,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,MORE_OR_EQUAL,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,[],[],[1],[],0
1318317459,MultiverseMarbles,0,GAME_OVER,44,43,2,28,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,8,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,EVEN,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[1, 1]",[],1
-40921928,MultiverseMarbles,0,GAME_OVER,64,63,2,29,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,8,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,MORE_OR_EQUAL,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[1, 1, 1]",[],1
-1497694696,MultiverseMarbles,0,GAME_OVER,49,48,2,30,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,9,9,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,EVEN,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,"[0, 1]",[],"[0, 1, 1, 1, 1]",[],0
1551148944,MultiverseMarbles,0,GAME_OVER,78,77,2,31,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,8,9,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,MORE,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1, 1]",[],"[1, 1, 1]",[],1
1525070772,MultiverseMarbles,0,GAME_OVER,92,91,2,32,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,7,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,MORE,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1, 1]",[],"[1, 1, 1]",[],1
616437195,MultiverseMarbles,0,GAME_OVER,56,55,2,33,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,UNEVEN,ANY_THREE,MCTS-Push,MCTS-OwnColor,[],[],[1],[],1
130011191,MultiverseMarbles,0,GAME_OVER,42,41,2,34,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,9,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,FEWER_OR_MORE,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[1],[],[1],[],1
324579273,MultiverseMarbles,0,GAME_OVER,26,25,2,35,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,FEWER_OR_EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],1
-1624857400,MultiverseMarbles,0,GAME_OVER,73,72,2,36,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,UNEVEN,ANY_THREE,MCTS-Push,MCTS-OwnColor,[],[],[],[],0
1019521544,MultiverseMarbles,0,GAME_OVER,54,53,2,37,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,9,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,EVEN,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[0],[],"[0, 0]",[0],1
1912217109,MultiverseMarbles,0,GAME_OVER,90,89,2,38,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,9,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,FEWER_OR_MORE,ANY_THREE,MCTS-Push,MCTS-OwnColor,[1],[],[1],[],1
540074156,MultiverseMarbles,0,GAME_OVER,174,173,2,39,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,8,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,EVEN,PUSH_OUT,MCTS-Push,MCTS-OwnColor,[1],[0],"[1, 1, 1]",[0],1
-1929346132,MultiverseMarbles,0,GAME_OVER,39,38,2,40,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,MORE,ANY_THREE,MCTS-Push,MCTS-OwnColor,[],[],[],[],0
-1503073489,MultiverseMarbles,0,GAME_OVER,29,28,2,41,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,MORE,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],0
1499717318,MultiverseMarbles,0,GAME_OVER,78,77,2,42,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,7,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,EVEN,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1, 1]",[],"[1, 1, 1]",[],1
-105108760,MultiverseMarbles,0,GAME_OVER,27,26,2,43,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_2,PUSH_1,OUT_IS_GONE,FEWER_OR_EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],0
-952833515,MultiverseMarbles,0,GAME_OVER,200,200,2,44,MCTS-OwnColor,-3.0,-3.0,MCTS-Push,1,MCTS-OwnColor,1,1,1,MCTS-Push,10,8,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,EQUAL,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[1, 1]",[],-1
405791559,MultiverseMarbles,0,GAME_OVER,36,35,2,45,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,FEWER_OR_MORE,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[1],[],1
-1725342892,MultiverseMarbles,0,GAME_OVER,25,24,2,46,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,UNEVEN,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],0
1983482098,MultiverseMarbles,0,GAME_OVER,44,43,2,47,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,9,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,UNEVEN,ANY_THREE,MCTS-Push,MCTS-OwnColor,[1],[],"[1, 1]",[],1
-787238752,MultiverseMarbles,0,GAME_OVER,14,13,2,48,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],1
-2082710229,MultiverseMarbles,0,GAME_OVER,45,44,2,49,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,8,9,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,EVEN,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,"[0, 1, 1]",[],"[0, 1, 1, 1]",[],0
1484263154,MultiverseMarbles,0,GAME_OVER,124,123,2,50,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,UNEVEN,PUSH_OUT,MCTS-Push,MCTS-OwnColor,[],[],"[1, 1, 1]",[],1
-589550295,MultiverseMarbles,0,GAME_OVER,49,48,2,51,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,FEWER_OR_MORE,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,[],[],"[0, 1]",[],0
-1617431513,MultiverseMarbles,0,GAME_OVER,16,15,2,52,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,UNEVEN,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],1
1717778759,MultiverseMarbles,0,GAME_OVER,25,24,2,53,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,9,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,MORE_OR_EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[0],[],[0],[],0
-1235298697,MultiverseMarbles,0,GAME_OVER,38,37,2,54,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,9,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,FEWER_OR_MORE,ANY_THREE,MCTS-Push,MCTS-OwnColor,[1],[],"[1, 1]",[],1
-707662278,MultiverseMarbles,0,GAME_OVER,28,27,2,55,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,UNEVEN,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],1
901125206,MultiverseMarbles,0,GAME_OVER,40,39,2,56,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,9,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,FEWER_OR_MORE,PUSH_OUT,MCTS-Push,MCTS-OwnColor,[1],[],"[1, 1, 1]",[],1
1883884195,MultiverseMarbles,0,GAME_OVER,61,60,2,57,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,9,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,EVEN,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,[0],[],[0],[],0
2034049802,MultiverseMarbles,0,GAME_OVER,24,23,2,58,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,8,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,MORE_OR_EQUAL,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[1, 1, 1]",[],1
-635857467,MultiverseMarbles,0,GAME_OVER,37,36,2,59,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,9,8,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,MORE_OR_EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,"[0, 0]",[1],"[0, 0]",[1],0
-2072868995,MultiverseMarbles,0,GAME_OVER,20,19,2,60,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,MOVE_2,PUSH_1,OUT_IS_GONE,EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],1
-1860272095,MultiverseMarbles,0,GAME_OVER,30,29,2,61,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,9,TWO_SIDES,MOVE_2,PUSH_1,CENTER_IF_FREE,MORE_OR_EQUAL,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,[1],[],"[1, 0]",[],1
1541809177,MultiverseMarbles,0,GAME_OVER,61,60,2,62,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,9,5,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,EVEN,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,"[1, 1, 1, 1, 1]",[0],"[1, 1, 1, 1, 1]",[0],0
-400755392,MultiverseMarbles,0,GAME_OVER,43,42,2,63,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,9,8,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,MORE_OR_EQUAL,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,"[0, 1, 1]",[],"[0, 1, 1, 0]",[],0
-1183737945,MultiverseMarbles,0,GAME_OVER,200,200,2,64,MCTS-OwnColor,-3.0,-3.0,MCTS-Push,1,MCTS-OwnColor,1,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,FEWER_OR_EQUAL,ANY_THREE,MCTS-Push,MCTS-OwnColor,[],[],[],[],-1
888954370,MultiverseMarbles,0,GAME_OVER,17,16,2,65,MCTS-OwnColor,-1.0,1.0,MCTS-Push,2,MCTS-OwnColor,2,1,1,MCTS-Push,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,UNEVEN,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],0
-612885362,MultiverseMarbles,0,GAME_OVER,28,27,2,66,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,7,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,MORE_OR_EQUAL,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1, 1]",[],"[1, 1, 1]",[],1
1121772827,MultiverseMarbles,0,GAME_OVER,34,33,2,67,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,9,9,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,MORE,PUSH_OUT,MCTS-Push,MCTS-OwnColor,"[1, 1]",[],"[1, 1, 1]",[],1
-1726128918,MultiverseMarbles,0,GAME_OVER,22,21,2,68,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,6,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,MORE_OR_EQUAL,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,"[0, 1, 0, 1]",[],"[0, 1, 0, 1]",[],1
1661864878,MultiverseMarbles,0,GAME_OVER,18,17,2,69,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,UNEVEN,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[],[],1
-1674094780,MultiverseMarbles,0,GAME_OVER,200,200,2,70,MCTS-OwnColor,-3.0,-3.0,MCTS-Push,1,MCTS-OwnColor,1,1,1,MCTS-Push,10,9,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,EQUAL,PUSH_OUT,MCTS-Push,MCTS-OwnColor,[1],[],"[1, 1]",[],-1
230396453,MultiverseMarbles,0,GAME_OVER,32,31,2,71,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,EQUAL,ANY_THREE,MCTS-Push,MCTS-OwnColor,[],[],[],[],1
-1518302976,MultiverseMarbles,0,GAME_OVER,30,29,2,72,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,MORE,ONE_OF_EACH,MCTS-Push,MCTS-OwnColor,[],[],[0],[],1
-535987788,MultiverseMarbles,0,GAME_OVER,120,119,2,73,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,UNEVEN,YOUR_COLOR,MCTS-Push,MCTS-OwnColor,[],[],[],[],1
1287614135,MultiverseMarbles,0,GAME_OVER,50,49,2,74,MCTS-OwnColor,1.0,-1.0,MCTS-Push,1,MCTS-OwnColor,1,2,2,MCTS-Push,10,10,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,UNEVEN,ANY_THREE,MCTS-Push,MCTS-OwnColor,[],[],[],[],1
