GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),MarbelsPerPlayer(Player1Remaining Marbles),MarbelsPerPlayer(Player0Remaining Marbles),RuleCardsUsed(Rule-Setup),RuleCardsUsed(Rule-Movement),RuleCardsUsed(Rule-Push),RuleCardsUsed(Rule-PushOut),RuleCardsUsed(Rule-PushRequirement),RuleCardsUsed(Rule-Victory),PlayerType(PlayerType-1),PlayerType(PlayerType-0),MarbelsRemoved(Player0removed marbles),MarbelsRemoved(Player1removed marbles),WhoPushedOut(Player0Pushed Marbles),WhoPushedOut(Player1Pushed Marbles),Winner(PlayerIdx)
885007535,MultiverseMarbles,0,GAME_OVER,17,16,2,4838,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,FEWER_OR_EQUAL,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[],[],[],0
217009501,MultiverseMarbles,0,GAME_OVER,35,34,2,4839,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,9,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,MORE,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[0],[],[0],0
-871938411,MultiverseMarbles,0,GAME_OVER,85,84,2,4840,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,9,9,TWO_SIDES,MOVE_2,PUSH_1,CENTER_IF_FREE,MORE_OR_EQUAL,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[1],[0],"[1, 1]","[1, 0, 0, 0]",0
2023670019,MultiverseMarbles,0,GAME_OVER,24,23,2,4841,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,FEWER_OR_EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
263523564,MultiverseMarbles,0,GAME_OVER,24,23,2,4842,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,EQUAL,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
1354891439,MultiverseMarbles,0,GAME_OVER,41,40,2,4843,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,UNEVEN,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[],[],[],0
-247552737,MultiverseMarbles,0,GAME_OVER,22,21,2,4844,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,FEWER_OR_EQUAL,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
976048389,MultiverseMarbles,0,GAME_OVER,44,43,2,4845,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,EVEN,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-732619756,MultiverseMarbles,0,GAME_OVER,26,25,2,4846,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,UNEVEN,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-216876957,MultiverseMarbles,0,GAME_OVER,59,58,2,4847,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,7,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,FEWER_OR_MORE,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],"[1, 0, 0]",[],"[0, 1, 0, 0]",0
-1495375660,MultiverseMarbles,0,GAME_OVER,10,9,2,4848,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,EVEN,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-1141940103,MultiverseMarbles,0,GAME_OVER,34,33,2,4849,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,EQUAL,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-1025635331,MultiverseMarbles,0,GAME_OVER,200,200,2,4850,MCTS-Push,-3.0,-3.0,MCTS-OwnColor,1,MCTS-Push,1,1,1,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,EQUAL,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[0],[],[0],-1
1643429323,MultiverseMarbles,0,GAME_OVER,200,199,2,4851,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
1329958398,MultiverseMarbles,0,GAME_OVER,12,11,2,4852,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,UNEVEN,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-1018123660,MultiverseMarbles,0,GAME_OVER,73,72,2,4853,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,8,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,FEWER_OR_MORE,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],"[1, 0]",[],"[0, 1, 0, 0]",0
1754368361,MultiverseMarbles,0,GAME_OVER,40,39,2,4854,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,EVEN,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[0],[],"[1, 1, 0, 1]",1
-1798822943,MultiverseMarbles,0,GAME_OVER,19,18,2,4855,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,9,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,FEWER_OR_MORE,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0]",0
-1943596062,MultiverseMarbles,0,GAME_OVER,63,62,2,4856,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,7,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,MORE,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],"[1, 0, 0]",[],"[1, 1, 0, 1, 0, 0]",0
-1158396064,MultiverseMarbles,0,GAME_OVER,49,48,2,4857,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,7,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,EVEN,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],"[0, 0, 0]",[],"[0, 0, 0]",0
-1035423881,MultiverseMarbles,0,GAME_OVER,111,110,2,4858,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,9,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,MORE,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0, 0]",0
-1394634832,MultiverseMarbles,0,GAME_OVER,31,30,2,4859,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,9,10,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,MORE,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[0],[],[0],0
190437209,MultiverseMarbles,0,GAME_OVER,46,45,2,4860,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-2046310914,MultiverseMarbles,0,GAME_OVER,26,25,2,4861,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,EVEN,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[],[1],[1],1
1728005723,MultiverseMarbles,0,GAME_OVER,66,65,2,4862,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,9,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,UNEVEN,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0]",1
319791858,MultiverseMarbles,0,GAME_OVER,83,82,2,4863,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,6,10,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,MORE,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],"[0, 1, 1, 0]",[],"[0, 1, 1, 0]",0
2112387743,MultiverseMarbles,0,GAME_OVER,49,48,2,4864,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,FEWER_OR_EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[],[],[],0
-2017439570,MultiverseMarbles,0,GAME_OVER,48,47,2,4865,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,7,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,EVEN,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],"[0, 0, 0]",[],"[0, 0, 0, 0, 0]",1
2051520849,MultiverseMarbles,0,GAME_OVER,32,31,2,4866,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,EQUAL,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[],[],[0],1
922217722,MultiverseMarbles,0,GAME_OVER,40,39,2,4867,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,8,9,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,MORE,ANY_THREE,MCTS-OwnColor,MCTS-Push,[0],"[1, 1]",[0],"[1, 1]",1
1555875434,MultiverseMarbles,0,GAME_OVER,73,72,2,4868,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[],[],[],0
-1758567698,MultiverseMarbles,0,GAME_OVER,52,51,2,4869,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_IF_FREE,FEWER_OR_EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-2144077874,MultiverseMarbles,0,GAME_OVER,41,40,2,4870,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,8,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,EVEN,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],"[0, 1]","[0, 0]","[1, 0, 1]",0
-1217428012,MultiverseMarbles,0,GAME_OVER,200,200,2,4871,MCTS-Push,-3.0,-3.0,MCTS-OwnColor,1,MCTS-Push,1,1,1,MCTS-OwnColor,8,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,FEWER_OR_EQUAL,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],"[0, 0]",[],"[0, 0]",-1
-277868482,MultiverseMarbles,0,GAME_OVER,85,84,2,4872,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,7,8,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,MORE,PUSH_OUT,MCTS-OwnColor,MCTS-Push,"[1, 1]","[0, 0, 0]","[1, 1]","[0, 0, 0]",0
1331221280,MultiverseMarbles,0,GAME_OVER,200,200,2,4873,MCTS-Push,-3.0,-3.0,MCTS-OwnColor,1,MCTS-Push,1,1,1,MCTS-OwnColor,8,10,TWO_SIDES,MOVE_2,PUSH_1,OUT_IS_GONE,UNEVEN,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],"[0, 0]",[],"[0, 0]",-1
-1135692296,MultiverseMarbles,0,GAME_OVER,23,22,2,4874,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,FEWER_OR_MORE,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[0],[],[0],0
-981616727,MultiverseMarbles,0,GAME_OVER,48,47,2,4875,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,EVEN,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-1198837249,MultiverseMarbles,0,GAME_OVER,63,62,2,4876,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,9,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_IF_FREE,UNEVEN,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0]",0
861418639,MultiverseMarbles,0,GAME_OVER,44,43,2,4877,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,MORE,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[1],[1],[1],1
-16531368,MultiverseMarbles,0,GAME_OVER,42,41,2,4878,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,MORE_OR_EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0]",1
-1763091864,MultiverseMarbles,0,GAME_OVER,55,54,2,4879,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,8,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,MORE,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],"[0, 0]",[1],"[0, 0, 0]",0
-1139415353,MultiverseMarbles,0,GAME_OVER,148,147,2,4880,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,6,7,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,FEWER_OR_MORE,PUSH_OUT,MCTS-OwnColor,MCTS-Push,"[1, 1, 1]","[1, 0, 0, 1]","[1, 1, 1]","[1, 0, 0, 1]",1
-231221837,MultiverseMarbles,0,GAME_OVER,27,26,2,4881,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,9,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,MORE,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0]",0
260921038,MultiverseMarbles,0,GAME_OVER,36,35,2,4882,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,8,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,EVEN,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,"[1, 1]",[],"[1, 1]",[],1
821020067,MultiverseMarbles,0,GAME_OVER,95,94,2,4883,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,7,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,MORE_OR_EQUAL,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],"[0, 1, 0]",[],"[0, 0, 1, 1, 1, 0]",0
-486629126,MultiverseMarbles,0,GAME_OVER,147,146,2,4884,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_IF_FREE,UNEVEN,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],[0],[1],"[1, 0, 0, 1, 0]",0
-1225662796,MultiverseMarbles,0,GAME_OVER,31,30,2,4885,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_2,PUSH_1,OUT_IS_GONE,FEWER_OR_EQUAL,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[],[],[],0
-681065788,MultiverseMarbles,0,GAME_OVER,88,87,2,4886,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,9,7,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,MORE_OR_EQUAL,PUSH_OUT,MCTS-OwnColor,MCTS-Push,"[1, 1, 1]",[0],"[1, 1, 1]",[0],1
1365146806,MultiverseMarbles,0,GAME_OVER,31,30,2,4887,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_IF_FREE,UNEVEN,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[],[],[],0
887172502,MultiverseMarbles,0,GAME_OVER,40,39,2,4888,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,FEWER_OR_MORE,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0]",1
-1573891028,MultiverseMarbles,0,GAME_OVER,45,44,2,4889,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,MORE,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[],[],[],0
648780966,MultiverseMarbles,0,GAME_OVER,200,200,2,4890,MCTS-Push,-3.0,-3.0,MCTS-OwnColor,1,MCTS-Push,1,1,1,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_IF_FREE,EQUAL,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0]",-1
-1034356434,MultiverseMarbles,0,GAME_OVER,200,200,2,4891,MCTS-Push,-3.0,-3.0,MCTS-OwnColor,1,MCTS-Push,1,1,1,MCTS-OwnColor,8,10,TWO_SIDES,MOVE_1,PUSH_1,OUT_IS_GONE,EQUAL,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],"[0, 0]",[],"[0, 0]",-1
-2092713777,MultiverseMarbles,0,GAME_OVER,51,50,2,4892,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,7,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,MORE_OR_EQUAL,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],"[0, 1, 0]",[],"[0, 0, 1, 0]",0
366281265,MultiverseMarbles,0,GAME_OVER,56,55,2,4893,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,9,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,MORE,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[1],[],"[1, 1, 1]",[0],1
432174225,MultiverseMarbles,0,GAME_OVER,200,200,2,4894,MCTS-Push,-3.0,-3.0,MCTS-OwnColor,1,MCTS-Push,1,1,1,MCTS-OwnColor,7,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],"[0, 0, 0]",[],"[0, 0, 0]",-1
-1782171801,MultiverseMarbles,0,GAME_OVER,200,199,2,4895,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,8,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_IF_FREE,EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],"[0, 0]",[],"[0, 0, 0]",1
46598106,MultiverseMarbles,0,GAME_OVER,58,57,2,4896,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,9,8,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,MORE,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,"[1, 1]",[0],"[1, 1]","[0, 0]",1
1776718737,MultiverseMarbles,0,GAME_OVER,28,27,2,4897,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,MORE,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-1880042934,MultiverseMarbles,0,GAME_OVER,200,200,2,4898,MCTS-Push,-3.0,-3.0,MCTS-OwnColor,1,MCTS-Push,1,1,1,MCTS-OwnColor,9,9,TWO_SIDES,MOVE_2,PUSH_1,OUT_IS_GONE,FEWER_OR_EQUAL,ANY_THREE,MCTS-OwnColor,MCTS-Push,[1],[0],[1],[0],-1
653781366,MultiverseMarbles,0,GAME_OVER,58,57,2,4899,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,6,10,TWO_SIDES,LEAPFROG,PUSH_1,OUT_IS_GONE,EVEN,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],"[0, 0, 0, 0]",[],"[0, 0, 0, 0]",1
-650118135,MultiverseMarbles,0,GAME_OVER,56,55,2,4900,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,8,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,MORE_OR_EQUAL,ANY_THREE,MCTS-OwnColor,MCTS-Push,[1],[0],[1],[0],1
-2019468961,MultiverseMarbles,0,GAME_OVER,40,39,2,4901,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,FEWER_OR_MORE,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-1435778959,MultiverseMarbles,0,GAME_OVER,20,19,2,4902,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,EQUAL,ONE_OF_EACH,MCTS-OwnColor,MCTS-Push,[],[],[],[],1
-36211639,MultiverseMarbles,0,GAME_OVER,28,27,2,4903,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,10,9,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,CENTER_REPLACE,MORE_OR_EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[1],[],[1],1
-662850793,MultiverseMarbles,0,GAME_OVER,92,91,2,4904,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,8,9,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,MORE_OR_EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],"[0, 0, 0]",[],"[0, 0, 0]",1
374245038,MultiverseMarbles,0,GAME_OVER,42,41,2,4905,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,7,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_IF_FREE,MORE_OR_EQUAL,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],"[0, 0, 0]",[],"[0, 0, 0]",1
1415534325,MultiverseMarbles,0,GAME_OVER,105,104,2,4906,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_IF_FREE,UNEVEN,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0, 0]",0
-721216755,MultiverseMarbles,0,GAME_OVER,45,44,2,4907,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_EXACTLY_2,PUSH_1,OUT_IS_GONE,MORE,YOUR_COLOR,MCTS-OwnColor,MCTS-Push,[],[0],[],[0],0
98621637,MultiverseMarbles,0,GAME_OVER,149,148,2,4908,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,10,10,TWO_SIDES,LEAPFROG,PUSH_1,CENTER_REPLACE,MORE,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],[],[],"[0, 0, 0]",0
-1234377572,MultiverseMarbles,0,GAME_OVER,57,56,2,4909,MCTS-Push,-1.0,1.0,MCTS-OwnColor,2,MCTS-Push,2,1,1,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_1,PUSH_1,CENTER_REPLACE,EVEN,PUSH_OUT,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0, 0]",0
1890515146,MultiverseMarbles,0,GAME_OVER,40,39,2,4910,MCTS-Push,1.0,-1.0,MCTS-OwnColor,1,MCTS-Push,1,2,2,MCTS-OwnColor,9,10,TWO_SIDES,MOVE_2,PUSH_1,CENTER_REPLACE,FEWER_OR_MORE,ANY_THREE,MCTS-OwnColor,MCTS-Push,[],[0],[],"[0, 0, 0]",1
