rule_type,rule_value,combination,player0_win_rate,total_games,player0_wins,polarization
pushout_victory,CENTER_REPLACE_ANY_THREE,pushout: CENTER_REPLACE + victory: ANY_THREE,0.4924242424242424,792.0,390.0,0.0075757575757576245
movement_pushrequirement,LEAPFROG_MORE,movement: LEAPFROG + pushrequirement: MORE,0.5069444444444444,432.0,219.0,0.00694444444444442
movement_pushrequirement,MOVE_EXACTLY_2_MORE_OR_EQUAL,movement: MOVE_EXACTLY_2 + pushrequirement: MORE_OR_EQUAL,0.5067567567567568,444.0,225.0,0.006756756756756799
movement_victory,MOVE_1_ANY_THREE,movement: MOVE_1 + victory: ANY_THREE,0.4937694704049844,642.0,317.0,0.006230529595015577
push_pushrequirement,PUSH_1_FEWER_OR_MORE,push: PUSH_1 + pushrequirement: FEWER_OR_MORE,0.5061728395061729,1458.0,738.0,0.006172839506172867
pushrequirement,FEWER_OR_MORE,pushrequirement: FEWER_OR_MORE,0.5061728395061729,1458.0,738.0,0.006172839506172867
movement_pushrequirement,MOVE_EXACTLY_2_EVEN,movement: MOVE_EXACTLY_2 + pushrequirement: EVEN,0.4939393939393939,330.0,163.0,0.0060606060606061
movement_victory,LEAPFROG_YOUR_COLOR,movement: LEAPFROG + victory: YOUR_COLOR,0.5059523809523809,672.0,340.0,0.005952380952380931
pushout_victory,CENTER_IF_FREE_YOUR_COLOR,pushout: CENTER_IF_FREE + victory: YOUR_COLOR,0.4941724941724941,858.0,424.0,0.005827505827505908
pushout_pushrequirement,OUT_IS_GONE_FEWER_OR_MORE,pushout: OUT_IS_GONE + pushrequirement: FEWER_OR_MORE,0.4942528735632184,522.0,258.0,0.005747126436781602
pushrequirement_victory,MORE_OR_EQUAL_PUSH_OUT,pushrequirement: MORE_OR_EQUAL + victory: PUSH_OUT,0.5056497175141242,354.0,179.0,0.005649717514124242
push_pushrequirement,PUSH_1_EVEN,push: PUSH_1 + pushrequirement: EVEN,0.5050505050505051,1386.0,700.0,0.005050505050505083
pushrequirement,EVEN,pushrequirement: EVEN,0.5050505050505051,1386.0,700.0,0.005050505050505083
movement_pushrequirement,MOVE_1_MORE,movement: MOVE_1 + pushrequirement: MORE,0.5049019607843137,408.0,206.0,0.004901960784313708
